"STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM","PROPDMGTOTAL"
"612093",17,"10/2/2006 0:00:00","19:26:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"NW","MAYWOOD","10/2/2006 0:00:00","19:29:00 PM",0,NA,0,"","",0,0,NA,88,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4152,8750,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612062,0
"612096",17,"10/2/2006 0:00:00","19:32:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"S","MANNHEIM","10/2/2006 0:00:00","19:36:00 PM",0,NA,0,"","",0,0,NA,100,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4154,8754,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612065,0
"612099",17,"10/2/2006 0:00:00","19:44:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"SW","WEST GLENVIEW","10/2/2006 0:00:00","19:46:00 PM",0,NA,0,"","",0,0,NA,88,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4202,8747,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612068,0
"612100",17,"10/2/2006 0:00:00","19:49:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"W","JUSTICE","10/2/2006 0:00:00","19:51:00 PM",0,NA,0,"","",0,0,NA,75,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4145,8750,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612069,0
"612101",17,"10/2/2006 0:00:00","19:50:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"W","JUSTICE","10/2/2006 0:00:00","19:51:00 PM",0,NA,0,"","",0,0,NA,50,0,0,10,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4145,8750,0,0,"EVENT NARRATIVE: A light pole was blown down between mile markers 32.5 and 33 on Interstate 294.  Several car struck the pole. EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612070,10000
"612104",17,"10/2/2006 0:00:00","19:51:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"SW","WEST GLENVIEW","10/2/2006 0:00:00","19:54:00 PM",0,NA,0,"","",0,0,NA,100,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4202,8747,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612073,0
"612105",17,"10/2/2006 0:00:00","19:56:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"NE","SKOKIE","10/2/2006 0:00:00","20:00:00 PM",0,NA,0,"","",0,0,NA,100,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4202,8744,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612074,0
"612108",17,"10/2/2006 0:00:00","20:09:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"NW","PALATINE","10/2/2006 0:00:00","20:13:00 PM",0,NA,0,"","",0,0,NA,150,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4206,8802,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612077,0
"612112",17,"10/2/2006 0:00:00","20:23:00 PM","CST",31,"COOK","IL","THUNDERSTORM",2,"ENE","(CGX)MEIGS FLD CHICA","10/2/2006 0:00:00","20:26:00 PM",0,NA,0,"","",0,0,NA,100,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4152,8737,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612081,0
"612113",17,"10/2/2006 0:00:00","20:25:00 PM","CST",31,"COOK","IL","THUNDERSTORM",2,"ENE","(CGX)MEIGS FLD CHICA","10/2/2006 0:00:00","20:25:00 PM",0,NA,0,"","",0,0,NA,54,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4152,8737,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612082,0
"612116",17,"10/2/2006 0:00:00","20:29:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"E","EVANSTON","10/2/2006 0:00:00","20:31:00 PM",0,NA,0,"","",0,0,NA,75,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4203,8741,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612085,0
"612124",17,"10/2/2006 0:00:00","20:40:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"N","CONGRESS PARK","10/2/2006 0:00:00","20:40:00 PM",0,NA,0,"","",0,0,NA,55,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4149,8752,0,0,"EVENT NARRATIVE: Numerous large tree limbs blown down all over the city. EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612093,0
"612125",17,"10/2/2006 0:00:00","20:45:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","HICKORY HILLS","10/2/2006 0:00:00","20:46:00 PM",0,NA,0,"N","BRIDGEVIEW",0,0,NA,80,0,2,1,1e+06,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4143,8749,4145,8748,"EVENT NARRATIVE: The roof of a junior high school was blown off in Hickory Hills near the intersection of 97th Street and Roberts Road.  The roof landed on a service van in a parking lot next to the school.  Two occupants in the van were trapped and injured.  Numerous trees, tree limbs and power lines were blown down.  Several homes along 97th Street received damage from falling trees and tree limbs.  In Bridgeview, structural damage was noted to a warehouse buildings in an industrial park along 100th place, west of Harlem Avenue.  A building of cinder block construction partially collapsed when the north and east walls were blown down.  Additional minor damage was noted at Bridgeview Fire Station number 2.  Winds were estimated between 80 and 110 mph. EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612094,1e+06
"612130",17,"10/2/2006 0:00:00","21:00:00 PM","CST",31,"COOK","IL","FLOOD",0,"E","NORTHFIELD","10/3/2006 0:00:00","01:00:00 AM",0,NA,0,"E","LEMONT",0,0,NA,0,0,0,250,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4206,8746,4140,8800,"EVENT NARRATIVE: Edens Expressway closed near Willow Road from flooding, 2.74 inches of rain measured in Northbrook.  Five inches of water covered the intersection of Talcott and Stephens in Lemont.  Three to Eight inches of water was reported on Interstate 55 at mile marker 275 in Burr Ridge.  Street flooding was reported on Hiawatha and Lehigh roads in Chicago.  In Cicero, street flooding was reported with water up to 3 feet deep.  Basement flooding was also reported.  Storm total rainfall was 3.80 inches in Burbank and 2.62 inches in Barrington. EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612099,250000
"612135",17,"10/2/2006 0:00:00","21:25:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","LANSING","10/2/2006 0:00:00","21:25:00 PM",0,NA,0,"","",0,0,NA,57,0,0,50,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4134,8733,0,0,"EVENT NARRATIVE: A pilot reported that a tied down Cessna 172 was flipped over at the Lansing Airport.  A construction trailer was also pushed over. EPISODE NARRATIVE: Severe thunderstorms developed over northeast Illinois during the afternoon on October 2nd.  These thunderstorms caused significant wind damage across parts of the Chicago Metro Area.  A second line of thunderstorms formed across far northern Illinois during the evening hours of October 2nd, and moved south across eastern Illinois during the late evening and early morning hours of October 3rd.  Wind damage was widespread across all areas the thunderstorms affected.",612104,50000
"653910",17,"3/21/2007 0:00:00","16:02:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"E","HANOVER PARK","3/21/2007 0:00:00","16:05:00 PM",0,NA,0,"","",0,0,NA,88,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8810,0,0,"EPISODE NARRATIVE: Scattered thunderstorms developed during the late afternoon and evening hours of March 21st.  Some of the thunderstorms briefly produced severe hail.",653910,0
"653916",17,"3/22/2007 0:00:00","02:40:00 AM","CST",31,"COOK","IL","THUNDERSTORM",1,"E","HANOVER PARK","3/22/2007 0:00:00","02:50:00 AM",0,NA,0,"","",0,0,NA,175,0,0,50,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8810,0,0,"EVENT NARRATIVE: Golfball size hail occurred for several minutes and dented some cars. EPISODE NARRATIVE: Thunderstorms moved across northern Illinois during the early morning hours of March 22nd.  Some of the stronger storms produced severe hail.",653916,50000
"653987",17,"3/31/2007 0:00:00","20:52:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"E","HANOVER PARK","3/31/2007 0:00:00","20:52:00 PM",0,NA,0,"","",0,0,NA,61,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8810,0,0,"EPISODE NARRATIVE: Severe thunderstorms moved across northern Illinois during the evening hours of Saturday, March 31st, producing winds in excess of 60 mph across many locations.",653987,0
"653995",17,"3/31/2007 0:00:00","21:17:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","LANSING","3/31/2007 0:00:00","21:17:00 PM",0,NA,0,"","",0,0,NA,52,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4134,8733,0,0,"EPISODE NARRATIVE: Severe thunderstorms moved across northern Illinois during the evening hours of Saturday, March 31st, producing winds in excess of 60 mph across many locations.",653995,0
"654101",17,"4/25/2007 0:00:00","18:33:00 PM","CST",31,"COOK","IL","FLOOD",0,"W","TINLEY PARK","4/25/2007 0:00:00","23:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4134,8746,0,0,"EVENT NARRATIVE: Several creeks have overflowed their banks.  Flooding in low lying areas. EPISODE NARRATIVE: Heavy rains fell across parts of Cook County during the morning of April 25th which resulted in flooding.  Lansing measured 2.45 inches of rainfall.",654101,0
"654102",17,"4/25/2007 0:00:00","18:40:00 PM","CST",31,"COOK","IL","FLOOD",0,"E","MIDLOTHIAN","4/25/2007 0:00:00","23:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4137,8743,0,0,"EVENT NARRATIVE: Ankle to knee deep water along low lying roadways. EPISODE NARRATIVE: Heavy rains fell across parts of Cook County during the morning of April 25th which resulted in flooding.  Lansing measured 2.45 inches of rainfall.",654102,0
"654103",17,"4/25/2007 0:00:00","18:45:00 PM","CST",31,"COOK","IL","FLOOD",0,"N","LANSING","4/25/2007 0:00:00","23:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4134,8733,0,0,"EVENT NARRATIVE: Several streets closed with up to 18 inches of standing water. EPISODE NARRATIVE: Heavy rains fell across parts of Cook County during the morning of April 25th which resulted in flooding.  Lansing measured 2.45 inches of rainfall.",654103,0
"654104",17,"4/25/2007 0:00:00","19:07:00 PM","CST",31,"COOK","IL","FLOOD",0,"W","RICHTON PARK","4/25/2007 0:00:00","23:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4128,8743,0,0,"EVENT NARRATIVE: Governor Highway and Madison Avenue closed due to flooding. EPISODE NARRATIVE: Heavy rains fell across parts of Cook County during the morning of April 25th which resulted in flooding.  Lansing measured 2.45 inches of rainfall.",654104,0
"654162",17,"5/16/2007 0:00:00","16:46:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","STREAMWOOD","5/16/2007 0:00:00","16:46:00 PM",0,NA,0,"","",0,0,NA,65,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8810,0,0,"EVENT NARRATIVE: Downburst winds produced tree damage north of Irving Park Road and west of Barrington Road.  One tree was uprooted, one was snapped at the trunk and several large limbs were blown down.  An observer measured a wind gust to 75 mph before his equipment stopped working. EPISODE NARRATIVE: Strong thunderstorms formed over Streamwood and Hanover Park during the late afternoon hours of May 16th.",654162,0
"654163",17,"5/16/2007 0:00:00","16:50:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","SCHAUMBURG","5/16/2007 0:00:00","16:50:00 PM",0,NA,0,"","",0,0,NA,50,0,0,25,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8804,0,0,"EVENT NARRATIVE: A school roof was damaged just south of West Schaumburg Road. EPISODE NARRATIVE: Strong thunderstorms formed over Streamwood and Hanover Park during the late afternoon hours of May 16th.",654163,25000
"654164",17,"5/16/2007 0:00:00","16:52:00 PM","CST",31,"COOK","IL","TORNADO",0,"N","SCHAUMBURG","5/16/2007 0:00:00","16:53:00 PM",0,NA,0,"","",1,15,0,0,0,0,50,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8804,0,0,"EVENT NARRATIVE: Based on eyewitness accounts, a condensation funnel may not have been visible, but damage to roofs of three buildings in an industrial park along Wise Road just west of Mitchell Boulevard show signs of uplift but minimal winds.  Only a couple of tree limbs were knocked down in the area.  An eyewitness observed roofing material and insulation lifted into the air and swirling rapidly.  Witnesses also observed rotation in a low hanging cloud base. EPISODE NARRATIVE: Strong thunderstorms formed over Streamwood and Hanover Park during the late afternoon hours of May 16th.",654164,50000
"654166",17,"5/16/2007 0:00:00","17:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"NE","PALATINE","5/16/2007 0:00:00","17:00:00 PM",0,NA,0,"","",0,0,NA,75,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4206,8803,0,0,"EPISODE NARRATIVE: Strong thunderstorms formed over Streamwood and Hanover Park during the late afternoon hours of May 16th.",654166,0
"654188",17,"5/26/2007 0:00:00","15:30:00 PM","CST",31,"COOK","IL","FLOOD",0,"NW","OAK FOREST","5/26/2007 0:00:00","18:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4136,8745,0,0,"EVENT NARRATIVE: Six inches of standing water reported at 159th Street and Cicero. EPISODE NARRATIVE: Strong thunderstorms moved across parts of northeast Illinois during the afternoon hours of May 26th, producing flooding across many areas.",654188,0
"654236",17,"6/1/2007 0:00:00","19:24:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"WSW","MATTESON","6/1/2007 0:00:00","19:26:00 PM",0,NA,0,"","",0,0,NA,75,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4130,8742,0,0,"EPISODE NARRATIVE: Severe thunderstorms moved east across northern Illinois during the late afternoon and early evening hours of June 1st producing mainly wind damage.",654236,0
"654279",17,"6/18/2007 0:00:00","14:55:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","DES PLAINES","6/18/2007 0:00:00","14:55:00 PM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8754,0,0,"EVENT NARRATIVE: Numerous tree limbs blown down. EPISODE NARRATIVE: Severe thunderstorms developed during the afternoon hours of June 18th and moved across northerast Illinois, producing mainly wind damage.",654279,0
"654281",17,"6/18/2007 0:00:00","15:33:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"WNW","CHICAGO","6/18/2007 0:00:00","15:33:00 PM",0,NA,0,"","",0,0,NA,55,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4149,8739,0,0,"EVENT NARRATIVE: Up to 20 trees and tree limbs blown down along King Drive between 70th and 100th Streets to LakeShore Drive. EPISODE NARRATIVE: Severe thunderstorms developed during the afternoon hours of June 18th and moved across northerast Illinois, producing mainly wind damage.",654281,0
"654325",17,"6/26/2007 0:00:00","13:00:00 PM","CST",31,"COOK","IL","FLOOD",0,"N","CHICAGO","6/26/2007 0:00:00","20:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,1,1e+06,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4149,8739,0,0,"EVENT NARRATIVE: One foot of water was reported near Granville and McCormick.  One foot of standing water at Lincoln and Devon.  One foot of water in the viaduct at Oak Street and Lake Shore Drive with two cars stuck in the flood waters.  Exit ramps flooded and closed at Irving Park and Belmont exiting the Kennedy Expressway.  Every exit viaduct on Lake Shore Drive flooded and impassable from Randolph north to Hollywood.  Car stuck in flood waters with a person still in the car at LaSalle Drive exit from Lake Shore Drive.  A taxi was submerged in flood waters at Irving Park Road and Lake Shore Drive.  The rain caused a roof of a residental building to cave in on Elston.  Hundreds of basements were flooded.  The dugouts were also flooded at Wrigley Field.  A rain gage two miles northwest of Lincoln Park in Chicago measured 3.09 inches of rain between 1245 pm CST and 245 pm CST.  A rain gage in Jefferson Park measured 2.30 inches of rain in one hour between 155 pm CST and 255 pm CST. EPISODE NARRATIVE: Strong storms produced heavy rain which caused flooding across parts of northern Illinois, as well as some localized wind damage.",654325,1e+06
"654328",17,"6/26/2007 0:00:00","14:30:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"WNW","CHICAGO","6/26/2007 0:00:00","14:30:00 PM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4149,8739,0,0,"EVENT NARRATIVE: Tree limbs blown down on the northwest side of Chicago. EPISODE NARRATIVE: Strong storms produced heavy rain which caused flooding across parts of northern Illinois, as well as some localized wind damage.",654328,0
"654329",17,"6/26/2007 0:00:00","14:30:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"S","LINCOLNWOOD","6/26/2007 0:00:00","14:30:00 PM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8743,0,0,"EVENT NARRATIVE: Three trees were blown down. EPISODE NARRATIVE: Strong storms produced heavy rain which caused flooding across parts of northern Illinois, as well as some localized wind damage.",654329,0
"654336",17,"6/27/2007 0:00:00","15:14:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","PARK RIDGE","6/27/2007 0:00:00","15:16:00 PM",0,NA,0,"","",0,0,NA,88,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8752,0,0,"EVENT NARRATIVE: Penny to nickel size hail reported at Touhy Road and Prospect Avenue. EPISODE NARRATIVE: Strong storms producing severe weather and flooding during the afternoon of June 27th.",654336,0
"654339",17,"6/27/2007 0:00:00","15:30:00 PM","CST",31,"COOK","IL","FLOOD",0,"N","STONE PARK","6/27/2007 0:00:00","15:30:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4154,8752,0,0,"EVENT NARRATIVE: Two feet of water at Route 45 and Route 64. EPISODE NARRATIVE: Strong storms producing severe weather and flooding during the afternoon of June 27th.",654339,0
"654340",17,"6/27/2007 0:00:00","15:45:00 PM","CST",31,"COOK","IL","FLOOD",0,"N","CHICAGO","6/27/2007 0:00:00","17:30:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4149,8739,0,0,"EVENT NARRATIVE: Five inches of water covering Interstate 55 at Kedzie and Pulaski. EPISODE NARRATIVE: Strong storms producing severe weather and flooding during the afternoon of June 27th.",654340,0
"654432",17,"7/9/2007 0:00:00","15:03:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"NE","ARLINGTON HGTS","7/9/2007 0:00:00","15:03:00 PM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4204,8800,0,0,"EVENT NARRATIVE: Tree blown down in backyard of a house. EPISODE NARRATIVE: A cold front moved into northern Illinois during the afternoon hours producing severe thunderstorms which moved slowly and produced very heavy rain and flash flooding.",654361,0
"654437",17,"7/9/2007 0:00:00","15:24:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"E","LEMONT","7/9/2007 0:00:00","15:26:00 PM",0,NA,0,"","",0,0,NA,88,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4140,8800,0,0,"EPISODE NARRATIVE: A cold front moved into northern Illinois during the afternoon hours producing severe thunderstorms which moved slowly and produced very heavy rain and flash flooding.",654366,0
"654451",17,"7/10/2007 0:00:00","15:58:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","FRANKLIN PARK","7/10/2007 0:00:00","16:00:00 PM",0,NA,0,"","",0,0,NA,60,0,0,250,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4155,8749,0,0,"EVENT NARRATIVE: Utility poles and power lines blown down along Mannheim Road from Belmont Avenue south to Grand Avenue.  Signs and vehicles damaged by the poles.  Part of a billboard was blown onto Interstate 294, just south of the O'hare Oasis, damaging one car. EPISODE NARRATIVE: Severe storms moved across northern Illinois during the afternoon hours of July 10th.",654380,250000
"654452",17,"7/10/2007 0:00:00","16:00:00 PM","CST",31,"COOK","IL","THUNDERSTORM",1,"W","FRANKLIN PARK","7/10/2007 0:00:00","16:00:00 PM",0,NA,2,"SW","FRANKLIN PARK",0,0,NA,60,0,0,100,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4155,8750,4154,8751,"EVENT NARRATIVE: West of Franklin Park in Leyden Township and southwest of Franklin Park in NorthLake, full mature trees blown down.  On Fullerton, some trees fell on garages and power lines.  At Mannheim and Fullerton, a tree fell onto a car. EPISODE NARRATIVE: Severe storms moved across northern Illinois during the afternoon hours of July 10th.",654381,1e+05
"654453",17,"7/10/2007 0:00:00","16:05:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"W","RIVER GROVE","7/10/2007 0:00:00","16:05:00 PM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4155,8749,0,0,"EVENT NARRATIVE: A 20 foot long, 8 inch diameter tree limb was blown down at Triton College. EPISODE NARRATIVE: Severe storms moved across northern Illinois during the afternoon hours of July 10th.",654382,0
"654485",17,"7/18/2007 0:00:00","19:29:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"N","SCHAUMBURG","7/18/2007 0:00:00","19:31:00 PM",0,NA,0,"","",0,0,NA,100,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4201,8804,0,0,"EVENT NARRATIVE: Nickel to quarter size hail reported. EPISODE NARRATIVE: Severe thunderstorms developed during the early evening hours of July 18th and moved across northern Illinois.",654414,0
"654487",17,"7/18/2007 0:00:00","19:38:00 PM","CST",31,"COOK","IL","THUNDERSTORM",0,"NE","ARLINGTON HGTS","7/18/2007 0:00:00","19:38:00 PM",0,NA,0,"","",0,0,NA,50,0,0,0,1000,0,"K","LOT","ILLINOIS, Northeast","                                                                                                                                                                                                        ",4204,8800,0,0,"EVENT NARRATIVE: A tree was blown down blocking a road. EPISODE NARRATIVE: Severe thunderstorms developed during the early evening hours of July 18th and moved across northern Illinois.",654416,0
